ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDWOZrxeW,2017-01-16 14:13:50,3653321,62531,69811,26391770,a,Firefox,Mobile,0
IDRmpeAt6,2017-01-12 03:31:41,654082,369601,65251,57977218,b,Edge,Tablet,0
ID70lIcF4,2017-01-16 12:59:41,4081846,940046,68947,7864011,f,Firefox,Mobile,0
IDDTDTojX,2017-01-18 12:28:03,7903505,260755,84974,60425188,a,Edge,Tablet,0
IDkKyzf4m,2017-01-19 14:52:05,4915973,208992,904,58604466,f,Edge,Tablet,0
IDomBkKKo,2017-01-12 10:21:12,4351081,166806,3643,555603,b,Chrome,Desktop,0
IDtgarPvf,2017-01-20 16:43:40,6846284,92952,56811,74868704,a,Edge,Tablet,0
IDdb434IW,2017-01-17 14:08:27,8621474,973390,6906,99510044,a,Firefox,Mobile,0
IDMz5Qky4,2017-01-12 14:32:05,5817848,849674,91234,82291592,a,Edge,Tablet,0
IDVOntpcy,2017-01-11 17:24:30,2023277,952419,21380,71063188,b,Edge,Tablet,0
IDDqsPhA1,2017-01-17 13:59:32,,592093,46955,66266506,c,InternetExplorer,Desktop,1
IDz7HhDHg,2017-01-12 08:36:55,2665585,578930,5602,89912524,b,Firefox,Mobile,0
ID6jSN7MI,2017-01-20 15:06:43,5526515,396030,73362,4000296,f,Firefox,Mobile,0
IDE9hqyd7,2017-01-14 22:10:34,9365651,129707,93286,47079934,d,,Tablet,0
IDWPvwaeX,2017-01-13 14:05:46,4736,781800,904,26391770,a,Mozilla Firefox,Desktop,0
ID0NZkv5L,2017-01-17 09:53:15,2937253,181454,53956,69514806,a,Mozilla,,0
IDJHBayFe,2017-01-16 10:38:40,4924296,509166,48430,55420443,a,Mozilla Firefox,Desktop,0
IDJaoM864,2017-01-17 14:06:38,4661098,211073,5602,55277834,e,Firefox,Mobile,0
IDCjyp8Y2,2017-01-15 10:01:18,,213719,53956,27723861,e,,Mobile,0
ID5O3NEur,2017-01-19 07:12:22,500055,679860,68947,93157824,b,Firefox,Mobile,0
ID4vH7uLS,2017-01-14 02:04:20,1266440,253634,46450,47079934,d,Mozilla,Desktop,0
IDOF2zX2D,2017-01-14 11:43:28,8672432,653546,98552,17990842,c,Edge,Tablet,0
ID4tHGrdw,2017-01-15 09:52:23,5249729,270520,82877,48615529,b,,Tablet,0
IDfz9wUDu,2017-01-19 13:46:06,9392915,459470,82877,2835657,b,Chrome,,0
IDiKVjEj0,2017-01-18 10:06:54,7860250,969463,33949,55358028,b,,Mobile,0
IDrKpf6RS,2017-01-13 06:37:46,325124,728044,82396,83172146,b,Firefox,Mobile,0
IDcyfGKUn,2017-01-11 16:34:07,6026766,855913,33033,3156697,b,Edge,Tablet,0
IDJND2xqM,2017-01-20 11:49:54,5993685,778220,1678,58604466,d,Firefox,Mobile,0
IDRYwJgB9,2017-01-18 10:06:28,,27802,7353,43770446,a,Chrome,Desktop,0
IDbkcabF4,2017-01-18 12:29:44,669635,227220,15912,55358028,b,Firefox,Mobile,0
IDS6wblNR,2017-01-16 12:18:31,5449448,877671,80554,7122654,b,Google Chrome,Mobile,0
IDZHFJVfP,2017-01-18 16:29:50,7093805,465955,84974,17488931,c,,Tablet,1
ID1oc9Oa7,2017-01-16 15:07:45,8967428,481754,5602,60774669,b,Google Chrome,Mobile,0
IDaBmOnMt,2017-01-19 16:53:55,5615139,32183,40339,43452411,b,,Mobile,0
IDlic2ZiH,2017-01-17 12:11:49,8019116,386261,6906,99510044,b,Edge,Tablet,0
IDIrH1yqF,2017-01-17 12:51:57,6252919,14108,74802,47079934,f,Google Chrome,Mobile,0
IDdYXMNC0,2017-01-17 14:23:18,2605848,330799,8467,5716520,d,Edge,Tablet,1
IDUsYIxS2,2017-01-19 17:58:01,1852637,49274,42227,15961717,b,Opera,Mobile,0
IDBYc5rFG,2017-01-16 15:20:17,,780792,71642,29916445,f,Firefox,Mobile,0
IDs1QZJxU,2017-01-12 17:51:40,3505290,707632,11837,43770446,e,Edge,,0
IDR0D1nnv,2017-01-11 10:36:43,6012391,777498,40339,37135965,e,Edge,Tablet,0
IDwhGgPT5,2017-01-17 13:58:00,470218,139799,35046,54630329,a,Firefox,Mobile,0
IDac1x47d,2017-01-12 16:48:59,7044111,373171,41640,74868704,f,Firefox,Mobile,0
IDFbJgBfb,2017-01-14 10:03:01,906159,216646,54916,67147700,b,Firefox,,0
IDHD9wwaW,2017-01-18 13:56:30,1437996,361406,80524,3151081,b,Firefox,Mobile,0
IDl179NEN,2017-01-12 04:13:39,3032554,680239,33033,87807327,b,Edge,Tablet,0
IDyuBKU6o,2017-01-20 08:18:31,5591917,443628,96973,70239921,b,,Mobile,0
IDG9qO9xp,2017-01-16 17:31:59,8105045,921202,904,94350426,e,Edge,Tablet,0
IDihZK2N7,2017-01-19 13:49:09,8010817,411492,17714,26391770,b,Firefox,Mobile,0
IDK06RiD2,2017-01-14 15:23:05,5872883,377804,54343,3402198,e,Internet Explorer,,0
IDmQDMUf8,2017-01-13 12:15:00,,996211,6747,38512091,d,Edge,Tablet,0
IDyXRvOPs,2017-01-17 11:29:16,8174394,303237,43897,17990842,b,Internet Explorer,Tablet,0
IDPHPOzWg,2017-01-10 12:36:55,1517929,701983,86652,82291592,b,InternetExplorer,Desktop,0
IDmIYyZO3,2017-01-12 09:24:01,3796291,531240,40050,2835657,b,Edge,Tablet,0
IDi507Vjc,2017-01-15 18:33:43,8293717,690669,11837,79474990,b,Firefox,Mobile,0
ID3SmLqRv,2017-01-19 16:52:41,2627839,70407,97863,3156697,e,Chrome,,0
IDbPtaxBK,2017-01-14 13:09:04,2673391,436868,73248,57977218,a,Edge,Tablet,0
IDXVdB6Wy,2017-01-17 14:30:25,1369225,996828,12052,31388981,a,Firefox,Mobile,0
IDuydI1sv,2017-01-19 13:18:19,1168347,949929,54916,7864011,f,Mozilla,Desktop,0
IDCnguyxX,2017-01-18 11:49:25,4109920,413990,49810,43526789,a,Firefox,Mobile,0
IDWHRFF7S,2017-01-15 15:00:17,5632230,200647,14960,555603,b,Mozilla Firefox,Desktop,0
IDogRpbLY,2017-01-16 10:14:13,1154405,91885,5445,27723861,a,Chrome,Desktop,0
ID0PskUsK,2017-01-10 07:46:35,8703969,445229,33638,555603,b,,,0
IDTiqcblF,2017-01-15 14:45:13,3264654,853185,80554,57977218,f,Firefox,Mobile,0
IDRyRzxIk,2017-01-20 15:53:51,3545073,359588,40339,43452411,a,Mozilla,Desktop,0
IDUpfTOEH,2017-01-10 16:51:35,3481724,114050,82396,15961717,b,Mozilla Firefox,Desktop,0
IDjRrOnRq,2017-01-14 12:46:49,4295360,874913,12211,50595884,a,Firefox,Mobile,0
IDoJyKyqr,2017-01-12 14:02:08,6649228,485862,14960,54526992,b,Mozilla,Desktop,0
IDoKPx1I7,2017-01-16 08:36:57,7750782,334572,40339,71018214,b,Mozilla Firefox,Desktop,0
IDEsmkOVY,2017-01-16 15:21:49,4898728,267699,1678,76464134,e,Edge,Tablet,0
ID1HWJOka,2017-01-12 13:54:10,8610565,223099,92704,43526789,f,Edge,Tablet,0
IDMQIaAdH,2017-01-17 13:18:17,846230,960916,81229,66240359,a,Mozilla,Desktop,0
ID7ch1Fh1,2017-01-11 19:58:58,9290807,307972,42227,48913006,e,Google Chrome,Mobile,0
IDpXylrXX,2017-01-17 13:10:22,5630492,628368,3643,47079934,d,Google Chrome,Mobile,1
IDpNxPhqV,2017-01-13 14:29:09,3106326,662477,48498,77046603,b,Firefox,Mobile,0
IDjX9mkdb,2017-01-20 15:44:11,4138064,281414,82129,54630329,e,Mozilla,Desktop,0
IDlg4WG4O,2017-01-12 12:52:02,6284129,550575,40339,43452411,d,Internet Explorer,Tablet,0
IDEPQtW0E,2017-01-20 08:45:44,4529143,889350,41706,4000296,b,Firefox,Mobile,0
IDfgKzKLR,2017-01-11 19:53:44,3337655,314052,48498,93157824,a,Edge,,0
IDXnFuCvG,2017-01-18 14:01:03,4247755,519138,40339,49384126,c,Edge,Tablet,0
IDP1rGvOI,2017-01-19 16:50:42,1480078,972803,41706,4000296,b,Internet Explorer,Tablet,0
IDils2RJN,2017-01-16 10:54:57,4653091,883466,40339,43452411,a,Firefox,Mobile,0
ID5XdBvVt,2017-01-13 09:29:49,9059363,357068,54343,4237811,a,Edge,,0
ID3bx40FL,2017-01-13 10:59:03,4655727,609077,45620,31388981,f,Firefox,Mobile,0
ID9kROGcY,2017-01-18 17:43:17,2365145,337849,53956,91553313,b,Firefox,,0
ID1j7QE6U,2017-01-13 10:27:56,238856,298572,73248,30860214,a,Mozilla Firefox,Desktop,0
IDSi2PBHy,2017-01-16 13:28:01,241175,878112,904,26391770,b,Firefox,Mobile,0
IDdGcikSn,2017-01-11 12:05:31,,1718,1907,20301556,a,Firefox,Mobile,0
IDlcoBeWI,2017-01-12 13:17:10,,409183,84228,74868704,b,InternetExplorer,Desktop,0
IDstDZXLj,2017-01-20 15:45:02,3908270,738583,42227,13742268,f,Edge,Tablet,0
IDL87RqfZ,2017-01-12 14:06:50,1247056,297265,71531,555603,b,Mozilla Firefox,Desktop,0
ID9Gsd5Iu,2017-01-10 17:53:20,5982206,948148,82396,67147700,c,,Desktop,1
IDcPzqaiG,2017-01-12 14:30:05,5289524,417588,33638,26391770,a,Chrome,Desktop,0
IDK9zeTwX,2017-01-10 18:38:45,5458215,885719,50088,57977218,e,Edge,Tablet,0
IDR5zjWOe,2017-01-17 12:04:45,,973947,15124,99558603,b,Mozilla,Desktop,0
IDtk2LG9Q,2017-01-12 11:49:26,2421266,859897,835,56008048,e,Edge,Tablet,0
IDKuhcJMa,2017-01-14 12:30:03,2836890,202321,21380,41631117,d,Mozilla,,0
ID0ePM7AR,2017-01-15 11:36:49,4471118,885128,17118,59584425,b,Firefox,Mobile,0
IDZq1o70W,2017-01-15 09:36:15,3724548,416023,6906,71165566,c,InternetExplorer,Desktop,1
IDK4v00bR,2017-01-16 17:19:19,5921457,365065,98552,16150900,f,Edge,Tablet,0
IDp2lVXmh,2017-01-11 17:49:40,424137,295718,40339,74868704,b,Edge,Tablet,0
IDEFRN8C9,2017-01-18 06:10:20,5551261,705851,80554,61940782,b,Firefox,Mobile,0
ID6UyDhlR,2017-01-20 13:28:51,9843578,740600,93286,46997962,a,,Mobile,0
IDKGXzjgh,2017-01-11 19:22:54,7238068,748932,40339,37135965,b,Firefox,Mobile,0
IDzQsbRr8,2017-01-17 07:52:03,7930294,609436,53956,52437512,b,Firefox,Mobile,0
IDi6G7zmc,2017-01-18 13:31:09,5922563,45534,11837,49384126,f,Firefox,,0
IDyeQPilW,2017-01-17 11:53:58,958497,839003,54343,3402198,a,Firefox,Mobile,0
ID2htSDJq,2017-01-14 10:49:34,2213878,854784,6747,74363610,e,Mozilla Firefox,Desktop,0
IDijdNJpb,2017-01-12 02:02:05,8694070,850995,54916,54526992,b,InternetExplorer,Desktop,0
ID9fMSza5,2017-01-20 12:19:39,7656473,623828,17714,61682792,b,Mozilla Firefox,Desktop,0
IDXHy3Rm4,2017-01-19 08:51:39,7145360,557532,42227,18243870,b,Firefox,,0
IDkHerZYq,2017-01-12 11:36:39,7542744,156439,40339,49384126,d,Firefox,,0
ID0cten5b,2017-01-11 08:22:02,6506617,505994,21407,53807073,b,Firefox,Mobile,0
ID5bkOFyT,2017-01-19 09:21:04,614240,803909,40339,14334527,b,Edge,Tablet,0
IDrFkf6dA,2017-01-12 15:50:27,669635,17927,22023,48644561,a,Firefox,Mobile,0
IDnrD7qvT,2017-01-13 12:59:55,1339316,809658,48498,54526992,d,Firefox,Mobile,0
IDD5cuZCF,2017-01-17 12:26:27,,959610,33638,555603,a,Edge,Tablet,0
IDYpVNfWK,2017-01-20 07:50:04,5115871,710307,40339,43452411,b,Google Chrome,Mobile,0
IDCQUQS47,2017-01-18 20:34:06,8141146,159006,904,58604466,f,Internet Explorer,Tablet,0
ID6vHA9Rb,2017-01-16 12:44:36,1531044,487151,96313,17990842,b,Edge,Tablet,0
IDw9InBYC,2017-01-17 16:09:57,5428630,698892,76239,7122654,b,Edge,Tablet,0
IDYay34wD,2017-01-14 10:06:21,,21544,84974,78683718,d,Edge,,0
IDT6vd61c,2017-01-17 12:14:36,9688010,391361,82877,79906734,b,Mozilla,Desktop,0
IDZUMdQvi,2017-01-16 16:00:57,2610412,109612,40339,43452411,d,Mozilla Firefox,Desktop,0
IDNDJ7L36,2017-01-13 13:22:05,4212837,297362,17714,74363610,c,Mozilla Firefox,Desktop,0
IDY3fzmBO,2017-01-20 06:49:34,6649228,494084,87732,18481500,b,Edge,Tablet,0
ID6ZxY74U,2017-01-20 16:36:04,7925207,714158,41640,26391770,d,Firefox,Mobile,0
IDa2S7NK8,2017-01-13 11:22:49,1124620,699110,54916,54526992,a,Mozilla,Desktop,0
IDozj0lHd,2017-01-17 17:25:50,4948267,886328,40339,37135965,a,Chrome,Desktop,0
IDkILiN4q,2017-01-19 17:37:22,,965446,34670,87807327,a,Edge,Tablet,0
IDlwGbHJQ,2017-01-20 14:17:37,3665143,267968,14960,86084476,e,,Desktop,0
IDUUODuQE,2017-01-11 13:36:36,4768457,831617,43897,37236044,c,Firefox,Mobile,0
IDeiEGpQn,2017-01-11 18:29:37,3874470,546430,42227,5675575,f,Edge,Tablet,0
IDvdksWv9,2017-01-16 11:20:42,891013,204550,36768,27723861,b,Edge,,0
IDD2ewSB4,2017-01-10 11:13:33,4714191,611647,42227,43526789,c,Edge,Tablet,0
IDZ46E8RX,2017-01-18 15:43:23,6943490,731226,68947,95302954,f,,,0
IDEclNQxM,2017-01-15 14:24:40,420663,589135,81229,66240359,a,Mozilla Firefox,Desktop,0
IDFg62i1z,2017-01-11 14:56:32,6192668,187433,10345,17777318,a,Firefox,,0
ID2lWv3iA,2017-01-18 15:55:39,5154297,603485,10345,33683592,b,Edge,Tablet,0
IDQXaN8aa,2017-01-17 11:00:53,,276060,48498,55358028,b,Edge,Tablet,0
ID2rjOHSc,2017-01-11 18:12:07,3741771,981090,42227,49384126,b,Internet Explorer,,0
IDmTqw6tt,2017-01-17 12:57:33,1080886,60073,33638,555603,e,Firefox,Mobile,0
IDFJXy6CU,2017-01-17 13:50:35,,192007,15912,30860214,a,Firefox,Mobile,0
ID2Du9NXT,2017-01-15 07:03:00,1168636,573752,95113,27723861,b,Edge,Tablet,0
IDqp2jLPf,2017-01-20 03:08:04,4096848,233202,80319,91808273,f,Edge,Tablet,0
IDwwGp6Nu,2017-01-20 13:52:51,9621331,206746,904,58604466,c,Edge,Tablet,0
IDk5eMqFQ,2017-01-17 13:11:03,7719618,97029,8467,7181598,f,Edge,Tablet,0
ID0SbH2Ap,2017-01-13 15:58:44,4594591,245189,95113,1185845,b,Edge,Tablet,0
IDPhy2m43,2017-01-14 15:54:39,5719626,770685,98552,17990842,b,Mozilla Firefox,Desktop,0
IDsjBPqcW,2017-01-13 08:39:42,5784025,748273,82396,16150900,b,Firefox,Mobile,0
IDJ4i7pj5,2017-01-12 17:11:44,7484839,689603,36610,74868704,b,Edge,,0
IDWdqVbgB,2017-01-13 12:31:16,,985246,6906,99510044,b,InternetExplorer,Desktop,0
ID5htarbx,2017-01-16 12:00:05,1173506,320798,36768,2835657,b,,Mobile,0
IDW2tuHJL,2017-01-12 12:02:26,7173952,575055,46450,57977218,b,Firefox,Mobile,0
IDXrrlkuK,2017-01-17 16:25:36,1658335,92863,904,29352781,c,,,1
IDIVIVVfY,2017-01-17 08:42:00,6903468,785905,48498,93157824,b,Edge,,0
IDbEPNea3,2017-01-14 14:05:12,,891581,23576,16150900,a,Mozilla Firefox,Desktop,0
IDS3HY6jg,2017-01-17 12:44:19,2939793,992256,96313,31261303,b,Mozilla Firefox,Desktop,0
IDlxI2q58,2017-01-15 12:43:59,184254,767534,66063,26391770,e,IE,Mobile,0
ID7vGYI91,2017-01-11 14:01:07,790013,721616,35046,31388981,b,Mozilla,Desktop,0
IDAtmmhtj,2017-01-12 11:46:26,6158632,421570,15912,7864011,b,Edge,Tablet,0
IDt58aqE5,2017-01-17 12:13:58,,374616,34670,20116446,a,Firefox,Mobile,0
IDAL6Lwbj,2017-01-14 14:49:01,6952792,225350,54125,26391770,b,Mozilla Firefox,,0
IDSJyYVkP,2017-01-13 14:22:35,5799800,336820,80554,61940782,a,Firefox,Mobile,0
IDzRkR6dM,2017-01-20 14:36:52,3181540,19671,33287,54692138,b,Mozilla,,0
ID0xg7ND2,2017-01-12 11:36:33,3542332,181727,40339,54526992,b,Mozilla Firefox,Desktop,0
ID5VQnSNg,2017-01-12 10:22:50,4045469,599874,54916,32912111,b,Firefox,Mobile,0
ID1qQfpD6,2017-01-20 08:04:04,4151008,865083,904,26391770,f,InternetExplorer,,0
IDrkjmiR5,2017-01-14 11:49:34,7935907,240720,82396,15961717,b,Firefox,Mobile,0
IDXWmDvKL,2017-01-18 15:19:28,,764992,40339,30860214,b,,Desktop,0
IDfRHo6Us,2017-01-16 04:01:52,8059672,431970,64452,24853566,b,Firefox,Mobile,0
ID1OtzvHU,2017-01-18 16:18:14,7629136,39567,15912,54526992,b,Firefox,Mobile,0
IDTxUGeMw,2017-01-12 11:31:56,8825567,499361,36768,555603,a,Firefox,Mobile,0
IDkMR5FhA,2017-01-16 09:48:02,1291539,102584,73248,1189152,b,Mozilla,,0
IDu05egj5,2017-01-11 12:04:22,2332070,491498,92902,31261303,a,Firefox,Mobile,0
ID5wKqNZz,2017-01-13 17:16:10,3721091,332242,40339,43452411,b,Edge,Tablet,0
ID6R8ulEJ,2017-01-16 12:00:50,8170543,642043,34670,46997962,a,InternetExplorer,Desktop,0
ID4WVI4mX,2017-01-12 13:15:21,1757228,696059,70409,49384126,b,Mozilla,Desktop,0
IDqFaFPgV,2017-01-19 16:45:50,8061693,364484,80554,57977218,e,Chrome,Desktop,0
IDVMw1JPz,2017-01-14 07:54:21,8379910,90483,904,74363610,a,Mozilla,,0
IDQdeLIua,2017-01-20 12:37:42,1910428,112211,42227,95013373,a,Edge,Tablet,0
IDp23dd69,2017-01-19 10:26:11,166649,988013,40339,37135965,f,Edge,Tablet,0
IDA5C3Dcc,2017-01-12 17:53:55,1621533,20495,40339,37135965,c,Firefox,Mobile,0
IDyoIkHbj,2017-01-15 15:18:09,5089242,71879,6906,71165566,a,Mozilla,Desktop,0
IDt85UrSK,2017-01-17 15:30:50,6428399,390527,41706,4000296,d,Edge,Tablet,0
IDdNBLA15,2017-01-13 11:18:24,3917870,943460,9764,38167569,b,Mozilla,Desktop,0
IDn1Kpx69,2017-01-16 14:22:03,4032920,406070,15912,7864011,a,Edge,Tablet,0
IDOcwaexg,2017-01-11 02:34:06,6006102,24334,6906,98830533,d,Edge,Tablet,1
IDLIZyKlr,2017-01-16 15:45:40,,973943,3037,62689217,a,Mozilla Firefox,,0
IDmT76PKX,2017-01-11 13:58:45,1466152,973068,50088,57977218,b,IE,Mobile,0
IDO33yuaD,2017-01-12 18:13:37,2036658,597575,71642,27723861,e,Firefox,Mobile,0
IDxAKiRn0,2017-01-13 10:35:26,4603336,919808,1678,73017084,a,Firefox,Mobile,0
IDm2FgxQf,2017-01-11 18:40:18,9437029,224500,42227,96823930,b,Mozilla Firefox,Desktop,0
IDr9TL7I1,2017-01-16 17:45:09,7780509,902445,17714,29916445,b,Edge,Tablet,0
IDzHCPZ1u,2017-01-16 09:43:54,3832640,174266,73248,43770446,b,Edge,,0
IDEFcPg1q,2017-01-15 17:57:50,,138695,41706,4000296,b,Edge,Tablet,0
IDiBQI9vf,2017-01-13 09:49:59,9481861,932121,20322,56546102,b,Google Chrome,Mobile,0
IDV0XTVrz,2017-01-11 09:19:45,5943081,269661,42227,79055697,c,Firefox,,0
IDZecVcr1,2017-01-11 03:22:08,6201590,262958,81229,98166279,f,Edge,Tablet,0
IDNNwkBAx,2017-01-14 15:55:47,2526725,393765,3643,555603,c,Firefox,Mobile,0
IDh7mefBU,2017-01-17 11:03:53,4812028,223154,8467,43770446,c,Edge,Tablet,0
IDurFF8Ee,2017-01-15 09:59:18,8216272,803760,12211,87903766,b,Edge,Tablet,0
IDzRyQPej,2017-01-20 12:02:47,,522470,9764,37135965,b,Chrome,Desktop,0
IDLtWPkvz,2017-01-12 12:39:29,2856463,146877,68947,30860214,f,Edge,Tablet,0
IDFhXMp9o,2017-01-19 15:03:40,4603894,917158,17714,27723861,a,Firefox,Mobile,0
IDVZqDxn1,2017-01-15 04:00:35,1747266,488455,6436,62201833,c,Internet Explorer,Tablet,1
ID9s65lFD,2017-01-12 12:48:11,6111982,489455,22151,30860214,b,Internet Explorer,Tablet,0
IDDxg4ZqU,2017-01-15 17:06:19,4451670,819059,80554,61940782,e,Safari,Tablet,0
IDPY81lLv,2017-01-20 16:12:54,7563313,566533,34670,87807327,d,InternetExplorer,Desktop,0
IDZVvTd3T,2017-01-18 13:51:42,7942356,506740,73248,49384126,b,Mozilla,Desktop,0
IDMWvUFYz,2017-01-11 16:49:30,2048758,942465,46450,74868704,b,Edge,Tablet,0
IDftXPXC1,2017-01-17 17:41:06,5618395,890737,11837,8837581,e,Firefox,Mobile,0
IDwTFtcy4,2017-01-17 15:41:02,7069675,518398,11837,49384126,b,Edge,Tablet,0
IDwVpgHYK,2017-01-12 17:33:31,6338247,950045,97863,17488931,b,Mozilla Firefox,Desktop,0
IDsTmaULb,2017-01-11 19:56:35,89085,950852,96313,555603,b,Edge,Tablet,0
IDfy3suf8,2017-01-14 11:06:31,8465266,133819,10345,17777318,b,Mozilla,,0
IDEq7uBGz,2017-01-17 12:24:37,5687219,79805,53956,91808273,b,Mozilla,Desktop,0
IDiDEl9gk,2017-01-11 18:01:53,3407016,891112,56811,67147700,d,Firefox,Mobile,0
IDckWBRxH,2017-01-11 07:25:16,8511350,578375,28971,47079934,c,InternetExplorer,Desktop,1
ID67YyvEw,2017-01-10 14:53:14,1044181,615361,33638,26391770,f,Edge,Tablet,0
IDX4kHZjt,2017-01-14 10:07:47,6973113,64822,40339,77046603,b,Firefox,Mobile,0
IDdoURKTc,2017-01-16 15:25:54,2065101,945622,68947,7864011,b,Firefox,Mobile,0
IDKvdRr2J,2017-01-10 16:23:43,6316659,900970,43897,56464503,b,Internet Explorer,Tablet,0
IDgm6SEVL,2017-01-12 16:44:11,1049799,957952,56811,26391770,f,Firefox,Mobile,0
IDUpcm567,2017-01-17 10:12:14,3157497,850212,48430,39772159,b,Firefox,Mobile,0
IDpRRQAdT,2017-01-15 10:17:20,6072324,449500,98552,12799637,d,InternetExplorer,Desktop,1
ID8X1Ygcz,2017-01-17 17:09:14,6512148,375597,92704,93157824,e,Edge,Tablet,0
ID7K8by3O,2017-01-12 17:18:01,9222917,966537,8467,5716520,b,Edge,Tablet,0
ID1a8EtZA,2017-01-20 13:41:51,3319754,443203,82877,33832190,a,Firefox,Mobile,0
ID0BFOuQe,2017-01-14 16:18:46,4207345,327164,30580,67147700,b,Mozilla,Desktop,0
ID5dAELil,2017-01-13 10:05:12,5279008,190416,30580,67147700,b,Mozilla,Desktop,0
IDjVZHe5p,2017-01-18 12:42:23,18662,938100,35046,31388981,b,Mozilla,Desktop,0
IDhPCrHfM,2017-01-19 12:02:28,8838143,63170,6906,71165566,a,Edge,Tablet,0
IDQOtOKZm,2017-01-20 15:17:55,7686889,890424,70409,56546102,e,Firefox,Mobile,0
IDPcJGCCX,2017-01-18 10:42:09,8355135,867655,35046,31388981,a,Firefox,Mobile,0
IDaJCdDKK,2017-01-10 10:15:45,5540392,969810,43612,57517812,c,Google Chrome,Mobile,1
IDND2BL2n,2017-01-12 08:18:49,2611684,926628,73248,1189152,f,Edge,Tablet,0
IDYHlrzSh,2017-01-11 13:47:08,5454722,725144,46450,27723861,c,Firefox,Mobile,0
IDUkR9YKj,2017-01-15 13:28:11,566913,562696,1678,33417866,a,InternetExplorer,Desktop,0
IDxxSDB7V,2017-01-17 15:10:40,9340459,652810,42227,99558603,b,Firefox,Mobile,0
IDXSEFH82,2017-01-13 09:58:29,2174195,88524,36768,67290861,e,IE,,0
IDp9p5P6C,2017-01-17 12:03:53,5128807,23863,40339,37135965,a,,Tablet,0
IDPe7AbF3,2017-01-16 13:08:14,2129750,600193,62949,30860214,b,Firefox,,0
ID2OgqSYv,2017-01-11 06:51:29,7443184,691062,93188,91553313,f,Firefox,Mobile,0
IDu5VGm8r,2017-01-15 14:01:03,6012030,933277,26962,77896159,b,Firefox,Mobile,0
IDq6ectfP,2017-01-13 07:04:35,6155796,184883,33949,48644561,a,Opera,Mobile,0
IDDe3pkWK,2017-01-20 15:14:38,1955408,710307,40339,43452411,b,Mozilla Firefox,Desktop,0
ID4O2jg64,2017-01-15 10:11:31,4812028,95680,45620,31388981,b,Firefox,Mobile,0
IDshQg6ww,2017-01-17 14:02:43,,740079,15912,63767331,b,Edge,Tablet,0
IDn4306SY,2017-01-13 12:47:23,,478920,5602,60774669,b,Edge,,0
ID7FHwtEv,2017-01-19 17:19:26,696909,232260,92704,47079934,a,,Mobile,0
IDTxbIVUw,2017-01-12 17:57:06,7770639,883466,40339,43452411,f,Firefox,Mobile,0
IDW6fxvAO,2017-01-17 14:28:33,9786550,942813,62809,81826544,b,Edge,Tablet,0
IDHjiwSuA,2017-01-12 18:00:06,2040684,816795,34670,1569330,f,Firefox,Mobile,0
IDlayGbyL,2017-01-16 21:05:06,9742938,921107,904,58604466,a,Edge,Tablet,0
IDu0j7aNl,2017-01-20 12:32:10,3767133,841727,92704,93157824,d,Mozilla,Desktop,0
IDXrF8nxK,2017-01-12 13:31:30,,783107,96184,93157824,a,Firefox,Mobile,0
IDi0uU4Zv,2017-01-20 17:25:53,1093084,525350,99914,26391770,d,Edge,Tablet,1
IDSFJ1adJ,2017-01-15 09:47:48,3207564,407958,42227,1189152,e,Firefox,Mobile,0
IDbtvf8KB,2017-01-10 15:42:05,5214392,995741,11837,56546102,b,Opera,Mobile,0
IDrKCHXog,2017-01-10 17:27:32,898113,402635,36768,67290861,b,Firefox,Mobile,0
IDWsLgI5O,2017-01-13 16:15:16,9107549,731566,56811,23703974,e,Chrome,Desktop,0
ID9P8Q1Ho,2017-01-12 09:40:27,8476510,558923,8675,43770446,a,Edge,,0
IDCoZgCAy,2017-01-18 11:07:31,9401715,38151,93286,18243870,a,IE,,0
IDVBAZWRK,2017-01-11 09:12:04,8956254,908459,70409,49384126,a,,Mobile,0
IDEHzETOg,2017-01-17 16:51:47,,419575,6906,99510044,a,Mozilla Firefox,,0
IDcejXT3J,2017-01-19 15:42:30,6048685,253996,23576,51854755,a,Firefox,,0
IDqJXbv5c,2017-01-18 09:33:03,5127798,390170,82877,79906734,e,Edge,,0
IDw4ndMR5,2017-01-19 12:05:52,4444173,355339,5602,72451969,a,InternetExplorer,,0
IDyh1lfSu,2017-01-19 09:38:02,2008462,678625,93286,87807327,a,Edge,,0
IDXVNuAgF,2017-01-17 12:44:26,,233782,61302,27723861,a,Edge,Tablet,0
IDHR3PUUs,2017-01-19 12:43:08,3226512,273292,68947,7864011,a,Edge,Tablet,0
IDrAIMnK0,2017-01-18 14:58:19,6645585,972354,17714,26391770,b,Firefox,,0
IDihytlUc,2017-01-16 10:56:23,7748749,259135,46450,57977218,a,Chrome,Desktop,0
IDkAFRB7V,2017-01-10 12:11:29,5888796,983378,3037,55358028,d,Firefox,,0
ID15M6NHl,2017-01-11 15:09:45,423680,940857,73362,67274540,c,Edge,Tablet,0
IDJTuLf8X,2017-01-13 17:50:05,1981927,428776,15912,7864011,b,Mozilla Firefox,Desktop,0
IDZEycgRP,2017-01-13 13:10:50,9613,905664,14345,555603,f,Edge,Tablet,0
ID6gkVIQq,2017-01-18 13:22:16,4877717,876871,40339,43452411,a,Edge,Tablet,0
IDHGk0k2n,2017-01-18 06:56:45,7879930,910704,9764,8730209,b,IE,Mobile,0
